time,namespace,name,subclassOf,version,url
4681bd06-6e63-11f1-8e44-7ced8d4d3b1c,bioschams,LabProtocol,bioschemastypes:LabProtocol,v1.0-DRAFT,https://github.com/BioSchemas/specifications/tree/master/LabProtocol/jsonld/LabProtocol_v1.0-DRAFT.json
