time,namespace,name,subclassOf,version,url
02a6b450-6e64-11f1-8e44-7ced8d838e9b,bioschams,LabProcess,,v1.0-DRAFT,https://github.com/BioSchemas/specifications/tree/master/LabProcess/jsonld/LabProcess_v1.0-DRAFT.json
