time,namespace,name,subclassOf,version,url
5b3e0d9c-6e65-11f1-8e44-e4fade02b3c8,bioschams,DefinedTermSet,,v0.1-DRAFT,https://github.com/BioSchemas/specifications/tree/master/DefinedTermSet/jsonld/DefinedTermSet_v0.1-DRAFT.json
